STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
TAMIL NADU,DHARMAPURI,2010,59,27,15,47,2,25,161,107,24,5,32,975,6,3,49,0,3761
TAMIL NADU,DINDIGUL,2010,57,91,9,43,4,29,410,81,128,1,23,520,1,0,107,0,5299
TAMIL NADU,ERODE,2010,57,32,15,64,3,73,461,39,77,5,5,581,2,2,26,0,6702
TAMIL NADU,KANCHIPURAM,2010,57,53,17,9,2,21,285,102,67,15,6,411,1,2,13,0,5757
TAMIL NADU,KANYAKUMARI,2010,42,100,12,57,3,90,318,0,124,4,25,756,2,102,93,0,4752
TAMIL NADU,KARUR,2010,19,51,10,54,1,34,241,23,19,4,3,272,4,7,10,0,2974
TAMIL NADU,KRISHNAGIRI,2010,58,24,20,64,0,14,221,120,71,13,20,639,5,0,42,0,4580
TAMIL NADU,MADURAI RURAL,2010,59,78,17,58,2,95,348,168,123,2,17,586,14,6,77,0,5348
TAMIL NADU,MADURAI URBAN,2010,34,50,3,15,0,77,500,17,124,31,0,130,11,20,69,0,2672
TAMIL NADU,NAGAPATTINAM,2010,50,55,9,38,0,18,173,39,23,2,30,439,1,7,3,0,4027
TAMIL NADU,NAMAKKAL,2010,50,21,10,48,6,14,255,70,80,2,20,637,2,10,12,0,4690
TAMIL NADU,NILGIRIS,2010,11,16,7,8,0,9,61,18,18,2,6,202,0,12,2,0,1320
TAMIL NADU,PERAMBALUR,2010,13,30,5,10,2,25,93,7,48,9,1,88,0,12,3,0,1536
TAMIL NADU,PUDUKOTTAI,2010,45,101,7,54,3,55,250,45,48,0,24,390,5,2,14,0,4808
TAMIL NADU,RAMNATHAPURAM,2010,33,49,16,61,1,26,181,96,57,5,20,514,1,4,17,0,3462
TAMIL NADU,SALEM RURAL,2010,81,62,53,140,9,42,221,281,42,2,48,2665,4,0,62,0,8634
TAMIL NADU,SALEM URBAN,2010,27,18,21,44,1,70,321,32,41,1,5,554,3,23,46,0,3218
TAMIL NADU,SIVAGANGAI,2010,38,27,1,32,3,21,198,21,50,0,15,160,4,1,35,0,2611
TAMIL NADU,THANJAVUR,2010,82,124,7,42,4,141,870,104,43,7,18,744,3,0,9,0,6946
TAMIL NADU,THENI,2010,42,122,18,93,0,53,321,69,239,1,27,712,5,65,125,0,5384
TAMIL NADU,THIRUNELVELI RURAL,2010,83,215,48,65,2,77,445,4,129,7,52,1012,3,0,52,0,7777
TAMIL NADU,THIRUNELVELI URBAN,2010,12,78,16,11,1,26,269,0,40,1,5,194,0,0,4,0,1630
TAMIL NADU,THIRUVALLUR,2010,43,51,18,17,2,6,143,68,53,5,2,360,6,1,19,0,3487
TAMIL NADU,THIRUVANNAMALAI,2010,43,89,15,55,3,7,263,195,53,5,20,599,0,0,30,0,4562
TAMIL NADU,THIRUVARUR,2010,29,30,12,22,1,20,189,53,23,1,27,518,0,0,13,0,3976
TAMIL NADU,THOOTHUGUDI,2010,84,168,32,32,1,63,336,0,79,1,35,574,3,0,57,0,4954
TAMIL NADU,TIRUPPUR,2010,60,42,10,52,7,126,800,39,55,4,6,432,6,0,46,0,5238
TAMIL NADU,TRICHY RLY.,2010,0,1,0,0,0,16,74,0,0,0,0,17,1,0,0,0,195
TAMIL NADU,TRICHY RURAL,2010,58,55,8,24,1,45,185,46,42,1,17,209,5,0,36,0,4525
TAMIL NADU,TRICHY URBAN,2010,15,31,4,27,0,12,433,12,100,5,0,144,6,92,33,0,3741
TAMIL NADU,VELLORE,2010,82,56,30,68,1,33,656,5,42,31,12,758,8,1,65,0,8249
TAMIL NADU,VILLUPURAM,2010,63,84,50,82,0,19,287,302,75,26,34,753,4,43,26,0,6690
TAMIL NADU,VIRUDHUNAGAR,2010,52,78,20,58,3,73,266,68,105,5,27,546,2,100,60,0,4845
TAMIL NADU,TOTAL,2010,1875,2641,686,1720,85,1817,14583,2664,3259,312,636,21309,165,638,1570,0,185678
TRIPURA,DHALAI,2010,19,4,33,14,2,5,39,14,10,0,7,112,3,1,65,0,541
TRIPURA,G.R.P.,2010,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6
TRIPURA,NORTH,2010,23,9,51,25,6,11,78,13,21,0,15,241,2,0,186,0,970
TRIPURA,SOUTH,2010,25,25,36,27,1,20,118,69,31,1,11,332,10,3,255,0,1688
TRIPURA,WEST,2010,83,25,118,48,7,29,219,67,60,5,18,450,10,5,431,0,2600
TRIPURA,TOTAL,2010,150,63,238,114,16,65,457,163,122,6,51,1136,25,9,937,0,5805
UTTAR PRADESH,AGRA,2010,117,127,26,252,5,56,1840,235,358,58,6,458,80,0,355,0,6919
UTTAR PRADESH,ALIGARH,2010,130,167,63,274,25,87,1068,280,385,7,22,295,69,0,318,0,5636
UTTAR PRADESH,ALLAHABAD,2010,133,92,33,136,6,55,899,155,225,36,4,352,84,0,177,0,4955
UTTAR PRADESH,AMBEDKAR NAGAR,2010,37,25,20,57,1,14,130,18,92,0,0,160,18,0,98,0,1168
UTTAR PRADESH,AURAIYA,2010,28,23,11,50,1,10,95,16,25,0,2,73,17,0,36,0,1000
UTTAR PRADESH,AZAMGARH,2010,68,41,23,78,2,47,201,62,73,5,2,233,23,0,70,0,1764
UTTAR PRADESH,BADAUN,2010,84,100,22,81,1,31,155,18,85,0,0,246,48,0,41,0,2203
UTTAR PRADESH,BAGHPAT,2010,52,50,14,46,1,32,153,57,50,0,3,144,14,0,87,0,1220
UTTAR PRADESH,BAHRAICH,2010,58,46,25,132,12,25,192,66,171,2,11,150,42,1,83,0,2181
UTTAR PRADESH,BALLIA,2010,21,32,4,32,1,10,93,22,59,0,2,123,30,0,24,0,824
UTTAR PRADESH,BALRAMPUR,2010,21,11,11,29,1,3,32,8,63,1,1,45,5,0,16,0,438
UTTAR PRADESH,BANDA,2010,37,20,22,42,0,5,104,14,28,1,16,50,20,0,37,0,1138
UTTAR PRADESH,BARABANKI,2010,47,31,22,90,1,14,183,6,57,1,1,263,20,0,97,0,2238
UTTAR PRADESH,BAREILLY,2010,115,142,44,182,0,44,535,118,219,6,0,153,55,0,214,0,4277
UTTAR PRADESH,BASTI,2010,24,11,8,30,0,15,54,18,17,2,0,71,14,0,17,0,806
UTTAR PRADESH,BIJNOR,2010,87,53,40,117,4,50,309,46,239,5,8,488,27,0,254,0,2860
UTTAR PRADESH,BULANDSHAHAR,2010,119,139,24,148,5,65,399,83,157,3,1,14,40,0,327,0,3056
UTTAR PRADESH,CHANDOLI,2010,25,17,3,20,0,8,52,1,65,2,0,113,15,0,67,0,834
UTTAR PRADESH,CHITRAKOOT DHAM,2010,20,3,15,17,0,5,61,3,20,0,2,15,15,0,16,0,457
UTTAR PRADESH,CSM NAGAR,2010,30,28,30,79,0,11,86,48,34,1,0,182,13,0,9,0,1302
UTTAR PRADESH,DEORIA,2010,34,8,4,23,0,6,55,28,20,3,0,105,21,0,9,0,810
UTTAR PRADESH,ETAH,2010,63,86,11,63,1,22,222,80,99,5,3,281,30,0,72,0,2012
UTTAR PRADESH,ETAWAH,2010,44,28,4,52,0,17,183,2,80,2,9,131,29,0,81,0,1918
UTTAR PRADESH,FAIZABAD,2010,38,16,16,71,0,10,227,35,88,5,11,203,18,0,16,0,1770
UTTAR PRADESH,FATEHGARH,2010,47,45,11,56,0,8,104,16,36,1,0,65,24,0,30,0,903
UTTAR PRADESH,FATEHPUR,2010,75,44,33,71,13,32,115,26,135,0,1,247,42,2,83,0,1943
UTTAR PRADESH,FIROZABAD,2010,109,68,18,99,9,28,293,60,98,0,0,247,54,0,83,0,2541
UTTAR PRADESH,G.R.P.,2010,24,25,1,15,19,99,2412,33,53,3,0,9,3,0,0,0,3933
UTTAR PRADESH,GAUTAMBUDH NAGAR,2010,100,105,39,107,18,237,2844,113,362,3,1,25,19,0,132,0,6091
UTTAR PRADESH,GHAZIABAD,2010,216,220,44,366,32,174,3993,195,521,9,6,45,69,0,536,0,10217
UTTAR PRADESH,GHAZIPUR,2010,45,33,5,19,8,36,88,48,53,3,0,92,32,0,41,0,806
UTTAR PRADESH,GONDA,2010,51,31,9,77,9,21,167,46,280,3,0,326,47,0,6,0,2054
UTTAR PRADESH,GORAKHPUR,2010,105,82,45,229,4,83,1126,239,335,20,1,342,61,0,266,0,5246
UTTAR PRADESH,HAMIRPUR,2010,22,12,6,15,0,3,67,4,25,0,1,19,15,0,22,0,518
UTTAR PRADESH,HARDOI,2010,68,30,20,74,0,6,139,16,66,0,2,271,24,0,55,0,2292
UTTAR PRADESH,HATHRAS,2010,62,55,24,79,28,47,180,59,71,2,2,105,30,0,107,0,1591
UTTAR PRADESH,J.P.NAGAR,2010,57,42,24,57,9,38,132,43,73,0,0,36,21,0,69,0,1361
UTTAR PRADESH,JALAUN,2010,35,13,5,31,0,7,79,3,44,1,2,5,23,0,32,0,899
UTTAR PRADESH,JAUNPUR,2010,40,55,12,65,2,22,123,58,87,3,1,325,39,0,57,0,1779
UTTAR PRADESH,JHANSI,2010,46,29,9,38,1,8,127,26,54,6,0,19,32,1,7,0,1113
UTTAR PRADESH,KANNAUJ,2010,39,24,7,46,3,5,52,10,25,1,0,17,22,0,39,0,947
UTTAR PRADESH,KANPUR NAGAR,2010,150,109,42,316,10,81,1181,176,461,53,0,407,92,7,447,0,6892
UTTAR PRADESH,KANSHIRAM NAGAR,2010,39,49,10,46,0,6,78,23,29,1,9,90,26,0,28,0,837
UTTAR PRADESH,KAUSHAMBI,2010,38,16,12,40,2,11,61,26,34,1,0,69,22,0,59,0,1188
UTTAR PRADESH,KHIRI,2010,74,71,26,89,0,24,227,29,58,2,2,311,37,0,33,0,2296
UTTAR PRADESH,KUSHI NAGAR,2010,39,12,11,27,0,3,54,34,75,2,1,126,25,0,12,0,1192
UTTAR PRADESH,LALITPUR,2010,11,3,7,12,1,11,43,14,21,2,3,10,8,0,17,0,616
UTTAR PRADESH,LUCKNOW,2010,114,89,75,328,15,105,2832,213,849,55,1,46,66,0,745,0,12454
UTTAR PRADESH,MAHARAJGANJ,2010,26,4,16,45,1,9,30,15,80,1,0,56,14,0,50,0,1004
UTTAR PRADESH,MAHOBA,2010,24,13,9,22,4,4,50,19,11,0,0,8,14,0,18,0,586
UTTAR PRADESH,MAINPURI,2010,68,79,15,79,1,13,129,50,48,1,0,203,28,0,16,0,1644
UTTAR PRADESH,MATHURA,2010,75,98,24,87,5,35,650,102,250,9,7,149,29,0,219,0,4307
UTTAR PRADESH,MAU,2010,26,53,10,48,0,15,108,72,41,2,0,106,17,0,49,0,1075
UTTAR PRADESH,MEERUT,2010,164,207,64,195,11,252,1909,211,356,21,0,23,43,0,344,0,6792
UTTAR PRADESH,MIRZAPUR,2010,17,3,2,4,1,4,79,2,82,0,0,98,25,0,137,0,1210
UTTAR PRADESH,MORADABAD,2010,176,149,66,204,14,97,849,52,202,11,0,58,41,0,268,0,4382
UTTAR PRADESH,MUZAFFARNAGAR,2010,168,220,34,233,17,91,588,186,346,5,0,16,40,0,341,0,4850
UTTAR PRADESH,PILIBHIT,2010,34,15,16,57,2,6,99,5,135,2,0,2,30,0,113,0,1989
UTTAR PRADESH,PRATAPGARH,2010,39,47,23,69,3,11,144,82,61,1,7,227,34,0,74,0,1670
UTTAR PRADESH,RAIBAREILLY,2010,29,42,27,52,1,9,137,24,58,0,0,198,20,0,63,0,1456
UTTAR PRADESH,RAMABAI NAGAR,2010,30,33,12,83,2,11,102,36,63,3,1,161,22,0,88,0,1717
UTTAR PRADESH,RAMPUR,2010,68,77,65,114,11,96,347,69,203,1,8,4,23,0,121,0,2326
UTTAR PRADESH,SAHARANPUR,2010,58,55,11,40,0,23,402,70,213,14,0,22,26,0,140,0,2786
UTTAR PRADESH,SANT KABIRNAGAR,2010,20,20,24,45,1,19,79,43,50,0,0,153,6,0,25,0,958
UTTAR PRADESH,SHAHJAHANPUR,2010,93,99,45,102,3,20,209,29,140,2,7,127,50,0,12,0,2359
UTTAR PRADESH,SHRAWASTI,2010,18,8,14,25,0,8,41,18,45,0,0,155,16,0,3,0,600
UTTAR PRADESH,SIDHARTHNAGAR,2010,15,6,8,40,0,8,61,11,26,4,0,29,15,0,33,0,617
UTTAR PRADESH,SITAPUR,2010,77,40,11,114,5,36,274,23,86,4,1,146,45,0,111,0,2830
UTTAR PRADESH,SONBHADRA,2010,15,6,21,23,0,8,66,7,109,1,0,94,20,0,16,0,978
UTTAR PRADESH,ST.RAVIDASNAGAR,2010,13,9,1,9,0,2,34,3,10,0,1,33,11,0,8,0,298
UTTAR PRADESH,SULTANPUR,2010,32,45,14,59,0,18,166,31,63,0,0,219,16,0,62,0,1554
UTTAR PRADESH,UNNAO,2010,46,54,32,81,4,22,127,37,81,3,0,197,26,0,74,0,1636
UTTAR PRADESH,VARANASI,2010,32,64,9,88,1,23,628,60,240,25,1,250,26,0,166,0,3060
UTTAR PRADESH,TOTAL,2010,4401,4004,1563,6321,337,2577,31153,4186,9553,426,170,10336,2217,11,7978,0,174179
UTTARAKHAND,ALMORA,2010,3,3,3,5,0,1,15,7,2,0,0,9,4,0,4,0,162
UTTARAKHAND,BAGESHWAR,2010,2,0,2,2,0,0,10,1,1,0,0,7,2,1,1,0,46
UTTARAKHAND,CHAMOLI,2010,1,0,1,2,0,0,17,7,8,0,1,23,0,0,1,0,109
UTTARAKHAND,CHAMPAWAT,2010,4,0,1,3,0,0,11,2,2,1,1,26,1,0,0,0,96
UTTARAKHAND,DEHRADUN,2010,33,48,37,71,4,50,505,130,204,14,8,230,12,74,117,0,2370
UTTARAKHAND,HARIDWAR,2010,44,62,28,86,3,51,474,157,187,7,4,558,15,67,103,0,2654
UTTARAKHAND,NAINITAL,2010,18,25,13,29,0,7,163,29,56,4,0,20,5,17,15,0,894
UTTARAKHAND,PAURI GARHWAL,2010,2,6,4,5,2,6,37,9,10,1,0,29,4,3,7,0,197
UTTARAKHAND,PITHORAGARH,2010,4,1,3,5,0,0,15,8,4,3,3,9,1,0,6,0,136
UTTARAKHAND,RUDRA PRAYAG,2010,5,3,5,3,0,2,8,11,3,0,0,18,6,1,1,0,107
UTTARAKHAND,TEHRI GARHWAL,2010,2,3,1,2,0,1,24,1,11,1,0,3,2,0,1,0,116
UTTARAKHAND,UDHAMSINGH NAGAR,2010,55,66,22,70,3,43,855,91,75,2,0,42,23,0,75,0,2288
UTTARAKHAND,UTTARKASHI,2010,3,2,1,3,0,1,4,5,4,0,0,0,0,2,3,0,65
UTTARAKHAND,TOTAL,2010,176,219,121,286,12,162,2138,458,567,33,17,974,75,165,334,0,9240
WEST BENGAL,24 PARGANAS NORTH,2010,244,224,173,438,15,83,2312,815,312,6,25,179,71,8,2378,5,15151
WEST BENGAL,24 PARGANAS SOUTH,2010,263,2,258,215,12,39,2732,1238,116,1,15,223,48,0,2879,0,15299
WEST BENGAL,ASANSOL,2010,34,8,18,21,4,5,323,49,47,1,3,69,19,0,310,0,1841
WEST BENGAL,BANKURA,2010,105,58,36,47,24,38,228,262,42,1,16,158,18,2,279,0,2251
WEST BENGAL,BIRBHUM,2010,94,22,44,52,5,28,388,281,42,0,23,420,25,0,301,0,2547
WEST BENGAL,BURDWAN,2010,134,19,72,112,12,54,693,396,112,3,17,70,28,0,693,0,4996
WEST BENGAL,COOCHBEHAR,2010,66,141,143,186,2,5,254,113,62,1,9,155,12,0,535,0,3721
WEST BENGAL,DAKSHIN DINAJPUR,2010,40,88,56,96,0,13,163,29,33,4,11,184,19,0,264,0,2071
WEST BENGAL,DARJEELING,2010,62,3,36,77,2,15,593,86,33,5,7,672,2,7,158,0,2848
WEST BENGAL,HOOGHLY,2010,124,47,52,87,13,40,760,728,115,7,52,159,12,0,694,0,4748
WEST BENGAL,HOWRAH,2010,111,7,59,185,40,68,1399,297,331,6,0,67,31,0,1078,0,8519
WEST BENGAL,HOWRAH G.R.P.,2010,10,7,0,5,4,4,561,2,17,0,0,0,0,0,0,0,708
WEST BENGAL,JALPAIGURI,2010,117,97,180,259,19,65,1290,74,75,1,14,1230,12,0,649,0,7433
WEST BENGAL,KHARAGPUR G.R.P.,2010,1,0,0,3,1,3,117,0,0,0,0,0,0,0,0,0,129
WEST BENGAL,KOLKATA,2010,49,55,32,125,0,18,3118,282,1271,73,0,2007,12,133,400,3,15510
WEST BENGAL,MALDA,2010,86,139,167,189,7,24,333,80,68,47,0,448,6,1,621,0,4286
WEST BENGAL,MURSHIDABAD,2010,185,620,526,511,18,44,983,553,170,30,54,3799,45,6,2927,0,13094
WEST BENGAL,NADIA,2010,121,335,167,345,30,86,1191,189,176,18,26,1792,65,4,1586,0,9274
WEST BENGAL,PASCHIM MIDNAPUR,2010,268,113,67,101,40,55,533,445,58,2,36,142,18,1,669,0,4640
WEST BENGAL,PURAB MIDNAPUR,2010,87,8,51,127,14,25,408,581,93,3,13,0,27,0,702,0,4396
WEST BENGAL,PURULIA,2010,115,0,42,37,10,37,263,104,44,1,0,0,13,0,194,0,1795
WEST BENGAL,SEALDAH G.R.P.,2010,12,11,2,6,1,14,281,17,9,1,0,33,2,0,2,0,467
WEST BENGAL,SILIGURI G.R.P.,2010,7,1,0,3,0,1,102,0,0,1,0,0,0,0,0,0,133
WEST BENGAL,UTTAR DINAJPUR,2010,63,106,130,118,15,34,364,188,34,2,10,957,22,1,477,0,3759
WEST BENGAL,TOTAL,2010,2398,2111,2311,3345,288,798,19389,6809,3260,214,331,12764,507,163,17796,8,129616
A & N ISLANDS,ANDAMAN,2010,8,7,23,10,1,7,116,11,56,0,11,77,0,10,9,0,956
A & N ISLANDS,NICOBAR,2010,1,0,1,0,0,0,5,0,0,0,1,3,0,0,0,0,24
A & N ISLANDS,TOTAL,2010,9,7,24,10,1,7,121,11,56,0,12,80,0,10,9,0,980
CHANDIGARH,CHANDIGARH,2010,21,30,31,38,5,67,1481,65,163,3,9,65,5,4,41,0,3373
CHANDIGARH,TOTAL,2010,21,30,31,38,5,67,1481,65,163,3,9,65,5,4,41,0,3373
D & N HAVELI,D and N HAVELI,2010,6,0,3,18,2,3,63,44,18,1,2,11,0,2,3,0,378
D & N HAVELI,TOTAL,2010,6,0,3,18,2,3,63,44,18,1,2,11,0,2,3,0,378
DAMAN & DIU,DAMAN,2010,5,2,1,2,6,0,41,8,3,0,0,9,0,0,1,0,164
DAMAN & DIU,DIU,2010,0,0,0,0,0,0,6,3,2,0,0,3,0,0,2,0,39
DAMAN & DIU,TOTAL,2010,5,2,1,2,6,0,47,11,5,0,0,12,0,0,3,0,203
DELHI UT,CAW,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,187
DELHI UT,CENTRAL,2010,25,11,20,126,0,35,1350,5,352,3,1,152,2,3,62,0,2828
DELHI UT,CRIME BRANCH,2010,0,5,0,1,0,0,8,0,27,2,0,0,0,0,0,0,61
DELHI UT,DELHI UT TOTAL,2010,565,311,507,3208,32,599,23088,53,1845,33,52,1925,143,80,1404,0,51292
DELHI UT,EAST,2010,57,54,47,357,7,81,3443,14,174,1,7,196,12,8,163,0,6723
DELHI UT,EOW,2010,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,150
DELHI UT,GRP(RLY),2010,12,5,2,23,2,9,647,1,8,1,1,11,0,0,0,0,816
DELHI UT,IGI AIRPORT,2010,0,0,0,13,0,0,85,0,12,0,0,0,0,0,0,0,703
DELHI UT,NEW DELHI,2010,6,4,16,29,1,19,579,3,97,14,1,30,0,10,2,0,1452
DELHI UT,NORTH,2010,30,16,7,161,0,24,1166,1,109,1,7,142,8,8,63,0,2889
DELHI UT,NORTH-EAST,2010,68,27,51,458,5,57,2544,6,90,0,5,276,24,5,216,0,5062
DELHI UT,NORTH-WEST,2010,60,49,50,260,8,178,2411,2,112,0,5,177,11,5,163,0,5016
DELHI UT,OUTER,2010,98,42,49,457,4,39,2129,3,141,0,5,245,21,9,124,0,5495
DELHI UT,SOUTH,2010,35,21,59,240,4,47,2454,0,200,5,4,104,9,10,79,0,5308
DELHI UT,SOUTH-EAST,2010,48,25,80,369,0,32,2345,10,179,3,3,238,13,10,60,0,5606
DELHI UT,SOUTH-WEST,2010,63,20,54,363,1,30,1339,7,92,0,2,144,24,5,94,0,3503
DELHI UT,STF,2010,0,3,0,1,0,0,0,0,7,1,0,0,0,0,0,0,18
DELHI UT,WEST,2010,63,29,72,350,0,48,2588,1,161,2,11,210,19,7,191,0,5475
LAKSHADWEEP,LAKSHADWEEP,2010,0,0,0,0,0,0,5,3,0,0,2,1,0,0,0,0,42
LAKSHADWEEP,TOTAL,2010,0,0,0,0,0,0,5,3,0,0,2,1,0,0,0,0,42
PUDUCHERRY,KARAIKAL,2010,4,3,1,2,0,0,47,31,13,0,1,208,0,5,1,0,762
PUDUCHERRY,PUDUCHERRY,2010,29,16,2,15,2,5,487,100,64,3,9,598,1,17,6,0,3173
PUDUCHERRY,TOTAL,2010,33,19,3,17,2,5,534,131,77,3,10,806,1,22,7,0,3935
ANDHRA PRADESH,ADILABAD,2011,109,94,84,77,5,8,346,85,175,3,33,1897,20,142,429,0,5121
ANDHRA PRADESH,ANANTAPUR,2011,171,108,16,83,13,15,645,85,155,1,38,1977,36,16,198,0,5430
ANDHRA PRADESH,CHITTOOR,2011,91,55,17,84,5,17,612,84,163,10,57,1848,25,168,421,0,5224
ANDHRA PRADESH,CUDDAPAH,2011,120,67,41,73,3,4,586,105,163,5,29,2050,15,17,122,0,5340
ANDHRA PRADESH,CYBERABAD,2011,213,128,89,146,9,93,4010,52,1293,13,49,4028,51,234,1411,0,17645
ANDHRA PRADESH,EAST GODAVARI,2011,83,110,72,60,2,23,1000,31,280,23,34,2228,17,224,575,0,7111
ANDHRA PRADESH,GUNTAKAL RLY.,2011,9,0,0,0,1,4,227,1,2,15,0,6,0,3,1,0,297
ANDHRA PRADESH,GUNTUR,2011,88,73,40,58,4,8,691,36,278,15,40,2934,8,140,494,0,7026
ANDHRA PRADESH,GUNTUR URBAN,2011,51,30,33,31,2,14,850,3,273,5,9,1005,6,111,395,0,3933
ANDHRA PRADESH,HYDERABAD CITY,2011,117,136,59,95,8,40,4416,220,1864,44,50,3334,37,93,1355,0,15657
ANDHRA PRADESH,KARIMNAGAR,2011,150,124,58,172,2,20,792,179,588,3,73,2801,40,235,702,0,8973
ANDHRA PRADESH,KHAMMAM,2011,108,98,84,81,5,12,540,157,199,1,19,1945,20,140,519,0,5961
ANDHRA PRADESH,KRISHNA,2011,70,78,80,89,2,13,592,32,203,2,50,2606,15,292,733,0,6857
ANDHRA PRADESH,KURNOOL,2011,153,177,39,76,9,19,555,116,382,4,45,1611,20,222,424,0,7441
ANDHRA PRADESH,MAHABOOBNAGAR,2011,188,85,88,74,3,15,1168,67,194,4,76,1955,28,66,259,0,6675
ANDHRA PRADESH,MEDAK,2011,141,57,38,40,6,19,564,72,250,8,62,1725,26,50,384,0,5669
ANDHRA PRADESH,NALGONDA,2011,101,95,48,84,2,19,612,130,264,6,62,1374,36,150,255,0,7640
ANDHRA PRADESH,NELLORE,2011,61,82,28,85,2,18,943,36,229,6,51,2237,7,119,187,0,6294
ANDHRA PRADESH,NIZAMABAD,2011,135,55,63,84,9,30,766,88,248,4,20,1900,27,100,569,0,6391
ANDHRA PRADESH,PRAKASHAM,2011,88,111,24,100,7,15,510,53,276,7,34,1397,11,56,266,0,5980
ANDHRA PRADESH,RAJAHMUNDRY,2011,21,56,15,36,1,10,376,7,69,2,3,750,3,34,189,0,2141
ANDHRA PRADESH,RANGA REDDY,2011,75,19,24,24,1,6,132,38,60,0,11,592,15,2,89,0,1792
ANDHRA PRADESH,SECUNDERABAD RLY.,2011,9,2,0,1,0,7,447,7,7,10,1,17,1,1,2,0,573
ANDHRA PRADESH,SRIKAKULAM,2011,40,65,29,28,3,7,254,100,73,0,24,1654,8,83,333,0,4161
ANDHRA PRADESH,TIRUPATHI URBAN,2011,44,30,10,21,2,23,839,37,245,4,11,709,5,7,112,0,2948
ANDHRA PRADESH,VIJAYAWADA CITY,2011,35,66,37,70,2,35,1531,2,430,6,24,1842,17,355,1066,0,7225
ANDHRA PRADESH,VIJAYAWADA RLY.,2011,2,0,1,3,1,3,400,0,6,0,0,17,1,2,1,0,479
ANDHRA PRADESH,VISAKHA RURAL,2011,66,28,38,36,0,11,283,47,131,0,22,1291,8,128,203,0,3468
ANDHRA PRADESH,VISAKHAPATNAM,2011,39,34,57,50,13,28,1284,3,244,4,11,1308,12,50,386,0,4886
ANDHRA PRADESH,VIZIANAGARAM,2011,38,32,50,26,0,11,344,8,102,1,8,1551,5,99,384,0,4818
ANDHRA PRADESH,WARANGAL,2011,72,32,48,68,1,12,338,208,179,1,27,975,26,27,89,0,4516
ANDHRA PRADESH,WARANGAL URBAN,2011,46,10,35,55,1,21,415,86,272,1,5,499,26,54,63,0,3797
ANDHRA PRADESH,WEST GODAVARI,2011,74,92,97,144,2,20,1199,35,451,16,43,2389,27,238,760,0,8311
ANDHRA PRADESH,TOTAL,2011,2808,2229,1442,2154,126,600,28267,2210,9748,224,1021,54452,599,3658,13376,0,189780
ARUNACHAL PRADESH,ANJAW,2011,2,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,21
ARUNACHAL PRADESH,CHANGLANG,2011,9,4,3,12,0,4,33,1,5,0,0,42,0,0,2,0,201
ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,1,3,3,4,5,14,4,4,0,2,12,0,0,0,0,90
ARUNACHAL PRADESH,K/KUMEY,2011,3,0,4,0,0,1,2,0,1,0,0,2,0,0,0,0,33
ARUNACHAL PRADESH,KAMENG EAST,2011,2,1,3,2,1,4,8,1,3,0,0,32,0,0,0,0,102
ARUNACHAL PRADESH,KAMENG WEST,2011,3,4,0,2,0,1,20,3,1,1,0,29,0,0,0,0,118
ARUNACHAL PRADESH,LOHIT,2011,12,3,5,10,1,5,38,0,2,1,2,16,0,0,0,0,158
ARUNACHAL PRADESH,PAPUM PARE,2011,7,6,4,23,4,12,119,30,31,0,19,68,0,0,9,0,553
ARUNACHAL PRADESH,RURAL,2011,0,3,2,5,2,2,13,1,5,0,2,22,0,0,3,0,99
ARUNACHAL PRADESH,SIANG EAST,2011,4,0,8,4,0,6,79,2,3,0,2,33,0,0,2,0,235
ARUNACHAL PRADESH,SIANG UPPER,2011,2,0,1,3,0,3,8,0,2,0,0,11,0,0,0,0,55
ARUNACHAL PRADESH,SIANG WEST,2011,2,3,2,8,0,8,32,4,9,0,3,36,0,0,2,0,210
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,4,1,2,3,0,5,15,0,0,0,2,10,0,0,0,0,78
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,1,1,2,8,0,3,5,2,5,0,1,45,0,0,0,0,136
ARUNACHAL PRADESH,TAWANG,2011,0,0,0,1,0,0,4,0,1,0,0,7,0,0,0,0,49
ARUNACHAL PRADESH,TIRAP,2011,11,1,3,9,1,5,21,0,2,0,1,9,0,0,0,0,143
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
ARUNACHAL PRADESH,TOTAL,2011,65,29,42,93,13,64,414,49,74,2,34,379,0,0,18,0,2286
ASSAM,BARPETA,2011,45,26,92,168,18,21,236,197,33,5,2,36,5,0,336,0,2962
ASSAM,BASKA,2011,44,3,29,68,4,12,84,4,27,0,13,76,3,0,25,0,776
ASSAM,BONGAIGAON,2011,22,8,72,74,6,9,138,106,33,2,2,25,5,0,126,0,1504
