STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
PUNJAB,BATALA,2006,26,26,31,16,0,0,101,0,187,2,0,166,5,0,44,0,1242
PUNJAB,BHATINDA,2006,54,55,19,27,1,3,156,0,169,3,5,223,5,1,45,0,1441
PUNJAB,FARIDKOT,2006,18,30,9,13,0,3,125,0,76,1,1,173,5,1,19,0,900
PUNJAB,FATEHGARH SAHIB,2006,17,11,10,4,0,4,59,0,72,0,0,132,4,0,27,0,668
PUNJAB,FEROZPUR,2006,68,47,18,26,0,1,175,0,218,5,7,474,7,27,47,0,1753
PUNJAB,G.R.P,2006,12,2,1,0,0,1,51,0,14,0,1,16,3,0,0,0,302
PUNJAB,GURDASPUR,2006,30,21,25,16,0,2,72,0,68,2,2,119,14,0,31,0,1133
PUNJAB,HOSHIARPUR,2006,36,47,25,25,4,7,115,0,176,3,5,257,13,1,57,0,1351
PUNJAB,JAGRAON,2006,23,30,18,12,0,1,93,0,69,0,0,167,1,1,21,0,897
PUNJAB,JALANDHAR,2006,80,122,52,125,5,24,632,1,436,13,19,589,6,2,93,0,3671
PUNJAB,KAPURTHALA,2006,28,29,13,21,2,15,135,0,164,5,5,239,6,0,23,0,1201
PUNJAB,KHANNA,2006,17,28,5,13,4,2,96,0,68,1,3,164,2,0,12,0,1010
PUNJAB,LUDHIANA,2006,63,79,41,100,3,13,517,0,340,2,6,281,12,17,93,0,3087
PUNJAB,MAJITHA,2006,51,36,13,21,2,5,53,0,109,3,0,117,4,2,22,0,790
PUNJAB,MANSA,2006,27,29,17,9,0,1,46,0,66,1,0,150,1,0,9,0,656
PUNJAB,MOGA,2006,31,42,11,28,2,10,132,2,221,2,0,254,1,0,25,0,1311
PUNJAB,MUKTSAR,2006,23,23,14,17,0,7,93,0,47,1,3,160,5,0,17,0,717
PUNJAB,NAWAN SHAHR,2006,18,31,8,7,2,10,80,0,81,0,0,191,1,0,19,0,727
PUNJAB,PATIALA,2006,43,55,29,26,0,2,274,0,175,2,8,393,4,1,39,0,2403
PUNJAB,ROPAR,2006,12,1,8,10,0,1,50,0,60,0,1,72,5,1,21,0,660
PUNJAB,SANGRUR,2006,23,32,24,14,0,2,93,0,136,2,2,185,7,4,46,0,1125
PUNJAB,SAS NGR,2006,30,29,10,15,0,0,311,0,128,0,0,149,6,2,3,2,2136
PUNJAB,TARN TARAN,2006,31,40,23,15,5,9,105,0,76,7,0,170,7,0,27,0,830
PUNJAB,TOTAL,2006,817,898,442,591,35,142,3946,3,3393,66,68,5104,130,60,801,2,32068
RAJASTHAN,AJMER,2006,44,64,53,90,1,27,893,69,460,4,9,327,9,1,405,0,6523
RAJASTHAN,ALWAR,2006,75,83,81,102,0,38,1093,72,635,3,19,2084,36,0,314,0,7243
RAJASTHAN,BANSWARA,2006,29,22,27,38,0,14,91,85,63,2,17,1087,5,3,93,0,2489
RAJASTHAN,BARAN,2006,33,78,37,44,0,8,243,21,120,0,14,382,5,2,169,0,2555
RAJASTHAN,BARMER,2006,20,24,12,26,0,3,197,10,146,0,18,636,7,0,74,0,2597
RAJASTHAN,BHARATPUR,2006,75,60,35,82,3,15,768,1,435,2,21,524,16,0,274,0,6134
RAJASTHAN,BHILWARA,2006,36,61,40,97,0,57,679,39,317,1,14,124,9,0,221,0,4635
RAJASTHAN,BIKANER,2006,35,102,29,28,0,10,403,5,303,2,11,434,16,0,287,0,3733
RAJASTHAN,BUNDI,2006,22,52,39,64,4,13,211,48,170,1,7,655,5,0,260,0,3010
RAJASTHAN,CHITTORGARH,2006,51,47,65,154,1,40,572,103,301,1,34,1907,9,3,437,0,6006
RAJASTHAN,CHURU,2006,18,22,17,19,2,2,150,17,184,0,13,582,10,0,183,0,2282
RAJASTHAN,DAUSA,2006,25,17,16,35,0,10,542,74,204,2,5,1,14,0,105,0,3648
RAJASTHAN,DHOLPUR,2006,42,58,28,41,0,10,312,34,115,1,11,1264,25,0,116,0,2949
RAJASTHAN,DUNGARPUR,2006,23,14,18,25,1,6,56,94,27,0,11,110,2,0,47,0,1596
RAJASTHAN,G.R.P.,2006,7,5,0,10,2,11,547,4,4,1,0,2,0,0,0,0,1032
RAJASTHAN,GANGANAGAR,2006,67,101,39,38,1,15,369,10,583,4,9,1018,16,1,457,0,4807
RAJASTHAN,HANUMANGARH,2006,44,61,31,24,0,13,245,4,381,3,10,391,10,0,257,0,3083
RAJASTHAN,JAIPUR EAST,2006,18,21,19,55,1,20,1628,173,434,3,7,39,6,2,156,0,5370
RAJASTHAN,JAIPUR NORTH,2006,22,25,18,48,1,12,844,64,381,0,2,341,8,0,151,0,3714
RAJASTHAN,JAIPUR RURAL,2006,59,38,34,85,3,15,821,158,635,2,42,786,14,1,169,0,7987
RAJASTHAN,JAIPUR SOUTH,2006,19,17,21,57,3,14,1142,63,620,7,2,299,9,0,144,0,4739
RAJASTHAN,JAISALMER,2006,4,6,1,7,0,4,125,16,48,0,6,0,5,0,15,1,851
RAJASTHAN,JALORE,2006,21,22,10,23,0,5,156,12,121,4,14,58,10,0,81,0,2106
RAJASTHAN,JHALAWAR,2006,28,80,42,66,2,17,350,41,92,1,30,817,10,3,189,0,3134
RAJASTHAN,JHUNJHUNU,2006,34,18,44,20,0,6,264,29,249,0,24,573,17,0,157,0,3610
RAJASTHAN,JODHPUR CITY,2006,15,42,18,37,1,26,725,19,447,4,7,604,10,3,209,0,3460
RAJASTHAN,JODHPUR RURAL,2006,29,35,19,21,1,12,198,26,130,0,17,1060,17,0,58,0,2505
RAJASTHAN,KARAULI,2006,21,29,29,59,0,10,361,12,144,1,16,12,19,0,99,0,3291
RAJASTHAN,KOTA CITY,2006,11,134,18,85,2,40,893,10,340,0,9,198,12,3,272,0,4045
RAJASTHAN,KOTA RURAL,2006,21,90,19,27,2,9,222,20,88,0,8,191,4,3,132,0,2080
RAJASTHAN,NAGAUR,2006,56,31,35,49,3,19,419,12,275,2,26,140,12,0,221,0,4432
RAJASTHAN,PALI,2006,35,46,30,68,1,24,364,20,248,3,15,50,10,1,220,0,4337
RAJASTHAN,RAJSAMAND,2006,12,9,6,36,0,17,187,35,154,0,16,1042,2,1,159,0,2456
RAJASTHAN,SAWAI MADHOPUR,2006,24,24,20,47,0,19,469,5,190,1,10,44,7,0,136,0,3487
RAJASTHAN,SIKAR,2006,45,34,29,60,0,11,340,53,332,0,31,496,9,0,165,0,4156
RAJASTHAN,SIROHI,2006,17,20,20,26,1,7,130,35,123,1,5,393,7,1,99,0,1834
RAJASTHAN,TONK,2006,17,31,12,56,0,11,334,54,237,0,9,1246,5,2,249,2,3877
RAJASTHAN,UDAIPUR,2006,55,71,74,121,1,41,546,220,455,0,32,1379,7,1,258,0,6199
RAJASTHAN,TOTAL,2006,1209,1694,1085,1970,37,631,17889,1767,10191,56,551,21296,394,31,7038,3,141992
SIKKIM,EAST,2006,10,10,10,5,0,3,60,5,20,1,1,40,0,0,4,0,344
SIKKIM,NORTH,2006,1,1,3,0,0,0,4,0,0,0,0,6,0,0,0,0,34
SIKKIM,SOUTH,2006,6,2,5,2,0,5,39,6,5,0,0,27,0,0,2,0,191
SIKKIM,WEST,2006,4,3,2,1,0,1,10,1,12,0,0,23,0,0,0,0,134
SIKKIM,TOTAL,2006,21,16,20,8,0,9,113,12,37,1,1,96,0,0,6,0,703
TAMIL NADU,CHENNAI,2006,131,193,29,59,5,58,2363,130,535,14,1,1198,32,88,213,0,16168
TAMIL NADU,CHENNAI RLY.,2006,0,0,1,0,0,2,72,4,4,1,0,18,0,3,1,0,346
TAMIL NADU,COIMBATORE RURAL,2006,79,46,18,36,16,25,952,91,88,2,0,567,8,26,67,0,7435
TAMIL NADU,COIMBATORE URBAN,2006,28,13,8,7,2,24,892,14,95,10,1,172,5,11,30,0,3974
TAMIL NADU,CUDDALORE,2006,52,80,21,33,7,7,354,139,20,0,20,548,8,65,25,0,6037
TAMIL NADU,DHARMAPURI,2006,33,34,9,16,2,7,133,151,31,0,31,626,4,8,28,0,2670
TAMIL NADU,DINDIGUL,2006,40,40,11,40,2,14,378,28,70,1,9,371,4,8,43,0,4720
TAMIL NADU,ERODE,2006,43,19,13,20,6,8,520,36,46,3,21,425,7,3,30,0,5831
TAMIL NADU,KANCHIPURAM,2006,35,64,12,16,3,24,370,53,12,0,18,267,12,5,22,0,5475
TAMIL NADU,KANYAKUMARI,2006,23,34,3,18,0,5,320,0,74,3,18,334,4,22,28,0,3061
TAMIL NADU,KARUR,2006,19,13,5,14,0,14,231,19,22,1,7,180,0,6,21,0,2425
TAMIL NADU,KRISHNAGIRI,2006,47,41,14,29,3,17,409,121,24,0,12,521,7,10,23,0,3935
TAMIL NADU,MADURAI RURAL,2006,36,33,28,60,4,24,319,100,86,3,10,373,2,10,38,0,4448
TAMIL NADU,MADURAI URBAN,2006,23,33,9,19,3,7,439,10,130,3,6,100,4,15,35,0,2464
TAMIL NADU,NAGAPATTINAM,2006,30,42,9,18,4,6,240,42,67,2,15,398,6,11,9,0,3820
TAMIL NADU,NAMAKKAL,2006,28,16,6,18,2,7,199,42,19,1,7,281,0,14,18,0,3232
TAMIL NADU,NILGIRIS,2006,17,22,5,2,0,4,120,15,6,0,1,175,1,6,7,0,1422
TAMIL NADU,PERAMBALUR,2006,32,37,15,16,1,7,172,30,42,1,17,214,3,3,26,0,2568
TAMIL NADU,PUDUKOTTAI,2006,25,86,8,32,0,7,263,41,36,1,23,291,5,2,39,0,3784
TAMIL NADU,RAMNATHAPURAM,2006,29,30,12,24,3,6,195,63,53,1,15,368,7,6,1,0,2802
TAMIL NADU,SALEM RURAL,2006,50,29,21,45,4,17,160,110,17,2,30,771,7,7,39,0,4275
TAMIL NADU,SALEM URBAN,2006,15,17,7,13,0,6,291,14,36,0,2,129,6,24,18,0,2560
TAMIL NADU,SIVAGANGAI,2006,19,42,5,23,0,8,170,17,51,1,11,249,2,19,32,0,2499
TAMIL NADU,THANJAVUR,2006,40,52,8,55,1,16,555,65,55,1,28,746,6,5,25,0,4740
TAMIL NADU,THENI,2006,24,30,5,30,3,6,229,49,72,0,8,387,3,16,17,0,2873
TAMIL NADU,THIRUNELVELI RURAL,2006,58,146,42,31,1,26,371,3,27,2,51,632,7,62,44,0,6124
TAMIL NADU,THIRUNELVELI URBAN,2006,18,42,4,5,3,5,134,2,31,1,7,85,1,27,24,0,1143
TAMIL NADU,THIRUVALLUR,2006,23,31,10,13,2,6,188,59,7,4,1,462,2,18,21,0,3071
TAMIL NADU,THIRUVANNAMALAI,2006,36,29,10,16,0,2,175,39,43,0,12,491,1,27,31,0,3095
TAMIL NADU,THIRUVARUR,2006,16,32,7,17,2,10,222,45,25,0,11,376,5,18,13,0,3285
TAMIL NADU,THOOTHUGUDI,2006,57,83,13,13,0,10,418,6,77,1,14,400,2,132,20,0,4157
TAMIL NADU,TRICHY RLY.,2006,0,2,1,0,1,1,23,3,0,0,0,15,0,1,0,0,100
TAMIL NADU,TRICHY RURAL,2006,48,24,12,46,5,7,235,28,26,1,11,280,6,3,52,0,3750
TAMIL NADU,TRICHY URBAN,2006,17,19,3,21,4,17,427,8,71,0,1,73,6,58,27,0,3155
TAMIL NADU,VELLORE,2006,80,48,27,47,2,20,462,20,40,1,13,659,7,25,92,0,6926
TAMIL NADU,VILLUPURAM,2006,66,56,39,26,4,5,304,197,15,0,20,515,6,17,38,0,6445
TAMIL NADU,VIRUDHUNAGAR,2006,46,41,7,28,0,15,346,44,63,2,8,370,1,71,51,0,4157
TAMIL NADU,TOTAL,2006,1363,1599,457,906,95,450,13651,1838,2116,63,460,14067,187,852,1248,0,148972
TRIPURA,DHALAI,2006,21,8,16,14,3,3,24,17,6,0,7,38,2,0,22,0,354
TRIPURA,NORTH,2006,34,19,45,26,0,24,96,23,24,7,13,110,3,0,143,0,853
TRIPURA,SOUTH,2006,25,13,51,19,3,13,121,36,22,1,7,162,9,0,137,0,1088
TRIPURA,WEST,2006,74,12,77,46,12,31,151,78,32,4,8,154,21,0,169,0,1645
TRIPURA,TOTAL,2006,154,52,189,105,18,71,392,154,84,12,35,464,35,0,471,0,3940
UTTAR PRADESH,AGRA,2006,123,190,26,175,9,76,1524,216,266,9,14,448,63,152,351,0,6098
UTTAR PRADESH,ALIGARH,2006,177,217,49,122,4,66,772,206,185,2,13,312,50,39,179,0,3851
UTTAR PRADESH,ALLAHABAD,2006,132,93,22,75,3,40,523,83,155,15,11,279,46,46,156,0,3640
UTTAR PRADESH,AMBEDKAR NAGAR,2006,24,43,10,48,2,19,105,35,20,3,7,199,15,14,83,0,991
UTTAR PRADESH,AURAIYA,2006,56,46,10,42,3,29,76,27,23,1,7,132,22,6,22,0,1011
UTTAR PRADESH,AZAMGARH,2006,64,58,13,21,1,57,164,58,34,4,0,241,29,24,68,0,1515
UTTAR PRADESH,BADAUN,2006,169,155,29,64,1,15,161,21,20,1,16,178,33,11,34,0,1906
UTTAR PRADESH,BAGHPAT,2006,95,61,12,43,6,30,154,39,44,2,0,122,12,24,60,0,1161
UTTAR PRADESH,BAHRAICH,2006,56,38,21,44,4,11,134,41,34,3,5,178,24,15,35,0,1288
UTTAR PRADESH,BALLIA,2006,35,53,10,11,2,8,99,52,26,1,3,147,11,14,20,0,813
UTTAR PRADESH,BALRAMPUR,2006,14,16,8,15,1,6,46,9,14,1,0,51,9,3,15,0,386
UTTAR PRADESH,BANDA,2006,50,21,15,14,1,11,90,26,24,1,6,94,17,6,15,0,898
UTTAR PRADESH,BARABANKI,2006,79,56,21,52,3,24,174,40,18,0,4,249,25,48,67,0,1775
UTTAR PRADESH,BAREILLY,2006,180,189,45,93,11,50,444,99,147,12,8,303,31,64,196,0,3941
UTTAR PRADESH,BASTI,2006,30,23,10,15,2,9,92,23,41,2,3,114,12,21,30,0,830
UTTAR PRADESH,BIJNOR,2006,86,67,25,51,4,22,197,44,64,2,2,289,18,75,105,0,1522
UTTAR PRADESH,BULANDSHAHAR,2006,177,118,27,69,1,28,298,67,132,8,1,319,33,150,102,0,2933
UTTAR PRADESH,CHANDOLI,2006,27,22,3,15,2,5,45,8,43,2,0,94,12,41,41,0,645
UTTAR PRADESH,CHITRAKOOT DHAM,2006,36,8,13,7,1,3,42,11,4,0,3,40,9,0,8,0,398
UTTAR PRADESH,DEORIA,2006,32,29,5,19,0,14,95,58,38,6,7,133,23,2,23,0,1011
UTTAR PRADESH,ETAH,2006,138,140,28,64,4,20,229,55,77,1,13,156,46,31,55,0,2013
UTTAR PRADESH,ETAWAH,2006,80,60,10,66,0,35,92,7,39,4,4,71,30,22,30,0,1522
UTTAR PRADESH,FAIZABAD,2006,45,35,14,34,2,30,185,37,85,2,8,134,12,24,54,0,1323
UTTAR PRADESH,FATEHGARH,2006,85,94,9,38,2,17,99,27,19,6,0,71,37,9,30,0,1005
UTTAR PRADESH,FATEHPUR,2006,87,37,9,22,1,11,79,11,34,0,1,108,27,21,18,0,1165
UTTAR PRADESH,FIROZABAD,2006,127,141,16,92,15,90,359,89,67,3,8,299,35,38,106,0,2355
UTTAR PRADESH,G.R.P.,2006,18,22,1,7,5,22,761,13,39,4,0,7,0,24,0,0,1683
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,87,67,26,52,6,37,946,61,160,4,0,19,13,57,59,0,2401
UTTAR PRADESH,GHAZIABAD,2006,146,143,29,109,0,44,1109,70,238,4,5,61,41,93,190,0,4207
UTTAR PRADESH,GHAZIPUR,2006,44,46,8,14,3,18,103,46,35,3,5,129,22,17,33,0,790
UTTAR PRADESH,GONDA,2006,55,63,22,44,5,30,167,36,76,1,4,162,28,23,7,0,1280
UTTAR PRADESH,GORAKHPUR,2006,89,57,23,44,3,36,318,97,59,14,2,305,16,45,70,0,2204
UTTAR PRADESH,HAMIRPUR,2006,36,20,8,6,1,3,33,11,9,2,0,31,12,7,11,0,533
UTTAR PRADESH,HARDOI,2006,87,58,30,42,0,17,150,10,47,2,6,282,35,26,53,0,1784
UTTAR PRADESH,HATHRAS,2006,71,87,23,45,8,37,220,63,47,0,0,158,22,28,64,0,1520
UTTAR PRADESH,J.P.NAGAR,2006,72,53,21,28,3,20,131,37,42,5,2,21,14,57,46,0,1204
UTTAR PRADESH,JALAUN,2006,48,37,4,29,2,6,81,16,19,0,3,4,36,18,46,0,1016
UTTAR PRADESH,JAUNPUR,2006,62,51,18,25,3,29,161,39,83,4,6,318,46,34,83,0,1767
UTTAR PRADESH,JHANSI,2006,47,18,8,12,1,6,128,10,34,4,0,47,21,45,18,0,827
UTTAR PRADESH,KANNAUJ,2006,45,60,6,41,1,10,97,15,27,1,3,24,19,20,41,0,926
UTTAR PRADESH,KANPUR DEHAT,2006,50,33,16,31,4,17,112,44,37,0,4,223,50,18,41,0,1254
UTTAR PRADESH,KANPUR NAGAR,2006,144,97,27,117,12,63,837,128,250,6,4,368,67,179,273,0,4736
UTTAR PRADESH,KAUSHAMBI,2006,50,29,15,19,1,10,44,12,9,0,0,87,17,19,26,0,734
UTTAR PRADESH,KHIRI,2006,105,96,39,68,1,26,169,42,49,3,6,367,60,42,35,0,2127
UTTAR PRADESH,KUSHI NAGAR,2006,20,28,9,20,0,6,107,65,27,9,8,194,24,19,20,0,1006
UTTAR PRADESH,LALITPUR,2006,19,6,7,12,1,5,43,15,23,0,2,41,9,11,35,0,469
UTTAR PRADESH,LUCKNOW,2006,167,185,51,205,7,241,2296,267,464,34,2,63,39,160,374,0,8102
UTTAR PRADESH,MAHARAJGANJ,2006,25,8,21,22,1,9,52,29,37,5,0,87,12,22,13,0,672
UTTAR PRADESH,MAHOBA,2006,44,13,3,9,3,9,33,19,14,0,0,34,9,9,9,0,445
UTTAR PRADESH,MAINPURI,2006,110,120,16,42,3,27,170,39,84,2,0,196,35,8,28,0,1624
UTTAR PRADESH,MATHURA,2006,104,121,30,57,5,49,596,91,202,3,16,197,25,43,126,0,3148
UTTAR PRADESH,MAU,2006,33,43,7,24,2,12,112,77,54,4,6,80,10,38,18,0,906
UTTAR PRADESH,MEERUT,2006,185,209,37,108,6,86,1003,135,204,12,7,144,21,91,246,0,4072
UTTAR PRADESH,MIRZAPUR,2006,51,26,14,18,1,12,101,22,32,0,0,106,22,9,53,0,814
UTTAR PRADESH,MORADABAD,2006,151,138,44,94,5,37,557,75,98,4,0,81,23,142,243,0,3659
UTTAR PRADESH,MUZAFFARNAGAR,2006,230,164,31,120,10,86,628,144,119,5,0,14,39,88,172,0,3328
UTTAR PRADESH,PILIBHIT,2006,47,23,13,27,2,8,65,9,62,6,0,2,16,37,45,0,1505
UTTAR PRADESH,PRATAPGARH,2006,64,79,30,61,1,26,176,109,68,5,14,263,30,14,108,0,1826
UTTAR PRADESH,RAIBAREILLY,2006,53,78,21,40,2,13,188,44,35,0,1,274,23,28,170,0,1592
UTTAR PRADESH,RAMPUR,2006,57,65,11,43,2,22,242,39,73,5,6,9,13,4,4,0,1458
UTTAR PRADESH,SAHARANPUR,2006,78,117,15,41,3,36,410,85,230,6,0,27,16,48,175,0,2852
UTTAR PRADESH,SANT KABIRNAGAR,2006,19,15,4,18,0,11,46,18,23,3,0,84,7,23,25,0,515
UTTAR PRADESH,SHAHJAHANPUR,2006,115,101,21,57,5,20,141,28,48,5,2,67,34,25,8,0,1573
UTTAR PRADESH,SHRAWASTI,2006,11,11,6,21,2,3,33,20,18,1,0,94,16,10,0,0,413
UTTAR PRADESH,SIDHARTHNAGAR,2006,17,4,4,28,4,10,86,18,48,2,0,75,15,58,19,0,793
UTTAR PRADESH,SITAPUR,2006,124,115,47,78,2,33,387,60,58,0,30,273,58,34,83,0,2637
UTTAR PRADESH,SONBHADRA,2006,31,21,8,4,0,5,41,11,24,0,3,53,10,32,9,0,509
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,19,21,2,5,1,10,47,18,13,0,1,75,9,14,19,0,438
UTTAR PRADESH,SULTANPUR,2006,77,104,25,31,3,32,169,41,44,1,1,130,23,23,55,0,1419
UTTAR PRADESH,UNNAO,2006,96,70,37,44,3,19,159,37,25,0,0,217,37,26,58,0,1575
UTTAR PRADESH,VARANASI,2006,73,65,16,45,0,40,714,120,102,18,6,158,23,46,90,0,2662
UTTAR PRADESH,TOTAL,2006,5480,4997,1314,3318,218,2024,20447,3774,5142,278,299,10412,1798,2714,5204,0,127001
UTTARAKHAND,ALMORA,2006,15,10,11,5,0,11,36,11,37,1,3,23,5,1,6,0,249
UTTARAKHAND,BAGESHWAR,2006,11,3,4,4,0,7,14,0,2,0,1,10,4,0,7,0,99
UTTARAKHAND,CHAMOLI,2006,5,5,7,4,0,3,13,25,6,0,1,6,5,0,4,0,189
UTTARAKHAND,CHAMPAWAT,2006,5,7,3,1,1,3,15,3,1,1,0,4,0,0,1,0,109
UTTARAKHAND,DEHRADUN,2006,40,34,23,43,3,26,373,94,156,1,6,280,9,52,97,0,2005
UTTARAKHAND,HARIDWAR,2006,54,57,32,64,10,54,707,105,166,3,10,316,11,58,109,0,2162
UTTARAKHAND,NAINITAL,2006,25,19,9,17,1,8,155,30,26,1,0,68,7,1,6,0,785
UTTARAKHAND,PAURI GARHWAL,2006,16,10,4,8,4,3,42,16,8,2,3,53,8,0,12,0,330
UTTARAKHAND,PITHORAGARH,2006,10,6,8,3,0,7,25,6,7,2,5,24,3,0,8,0,252
UTTARAKHAND,RUDRA PRAYAG,2006,4,3,3,2,0,4,12,12,4,0,3,11,8,0,3,0,126
UTTARAKHAND,TEHRI GARHWAL,2006,11,6,9,9,0,2,22,14,10,0,4,7,6,0,8,0,171
UTTARAKHAND,UDHAMSINGH NAGAR,2006,74,53,23,46,12,26,261,156,86,3,0,47,11,0,90,0,1746
UTTARAKHAND,UTTARKASHI,2006,4,2,11,6,0,3,21,17,5,0,3,5,3,1,7,0,189
UTTARAKHAND,TOTAL,2006,274,215,147,212,31,157,1696,489,514,14,39,854,80,113,358,0,8412
WEST BENGAL,24 PARGANAS NORTH,2006,154,82,174,186,15,29,1440,180,100,22,5,349,74,5,1049,0,7776
WEST BENGAL,24 PARGANAS SOUTH,2006,138,4,190,155,14,17,1019,289,110,2,6,390,68,3,1105,0,7396
WEST BENGAL,ASANSOL,2006,42,16,19,16,3,17,154,51,15,0,3,47,13,0,158,0,1699
WEST BENGAL,BANKURA,2006,55,38,51,26,9,16,205,62,24,1,5,294,24,0,133,0,1282
WEST BENGAL,BIRBHUM,2006,72,10,57,39,9,32,264,124,25,5,5,146,18,2,175,0,1625
WEST BENGAL,BURDWAN,2006,90,13,64,41,12,43,568,201,112,4,13,158,27,0,519,0,3897
WEST BENGAL,COOCHBEHAR,2006,31,8,124,48,2,6,135,45,41,4,0,78,5,0,309,0,1697
WEST BENGAL,DAKSHIN DINAJPUR,2006,26,41,32,49,1,4,95,36,15,4,4,59,11,0,140,0,1101
WEST BENGAL,DARJEELING,2006,52,2,30,43,4,5,448,14,8,3,0,239,1,0,79,0,1682
WEST BENGAL,HOOGHLY,2006,81,56,43,28,11,25,511,254,37,3,11,269,8,0,467,0,3220
WEST BENGAL,HOWRAH,2006,53,5,60,66,6,8,639,160,127,3,2,481,26,6,368,0,3633
WEST BENGAL,HOWRAH G.R.P.,2006,9,3,0,3,3,4,696,2,21,1,0,2,2,0,0,0,826
WEST BENGAL,JALPAIGURI,2006,86,40,118,56,5,18,497,32,22,6,1,230,6,0,250,0,2610
WEST BENGAL,KHARAGPUR G.R.P.,2006,2,1,0,0,1,4,88,1,0,0,0,1,1,1,0,0,126
WEST BENGAL,KOLKATA,2006,25,72,38,94,11,51,2566,167,963,16,0,1057,4,37,276,1,9381
WEST BENGAL,MALDA,2006,63,58,74,48,10,26,399,53,4,10,0,580,5,1,152,0,2102
WEST BENGAL,MURSHIDABAD,2006,95,39,224,118,6,22,702,175,63,25,15,875,30,3,735,0,4759
WEST BENGAL,NADIA,2006,101,16,158,152,14,16,846,164,143,7,9,608,43,1,613,0,4672
WEST BENGAL,PASCHIM MIDNAPUR,2006,99,57,79,50,15,30,327,153,28,1,13,88,25,3,283,0,2700
WEST BENGAL,PURAB MIDNAPUR,2006,61,37,71,59,7,10,262,125,43,3,6,32,27,1,285,0,2399
WEST BENGAL,PURULIA,2006,41,0,48,13,3,20,141,55,23,0,0,0,20,0,136,0,1094
WEST BENGAL,SEALDAH G.R.P.,2006,12,2,1,5,4,8,174,2,7,2,0,4,2,0,0,0,295
WEST BENGAL,SILIGURI G.R.P.,2006,3,0,0,4,0,0,63,6,0,0,0,0,0,0,0,0,99
WEST BENGAL,UTTAR DINAJPUR,2006,34,72,76,56,12,15,293,34,16,13,13,312,5,0,182,0,1981
WEST BENGAL,TOTAL,2006,1425,672,1731,1355,177,426,12532,2385,1947,135,111,6299,445,63,7414,1,68052
A & N ISLANDS,ANDAMAN,2006,3,4,6,5,0,5,100,10,15,4,9,73,0,4,7,0,655
A & N ISLANDS,NICOBAR,2006,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,21
A & N ISLANDS,TOTAL,2006,4,4,6,5,0,5,101,10,15,4,9,78,0,4,7,0,676
CHANDIGARH,CHANDIGARH,2006,12,21,19,65,1,34,1234,44,232,3,5,55,10,13,102,0,3126
CHANDIGARH,TOTAL,2006,12,21,19,65,1,34,1234,44,232,3,5,55,10,13,102,0,3126
D & N HAVELI,D and N HAVELI,2006,9,0,6,18,5,5,61,8,10,1,5,35,1,1,5,0,435
D & N HAVELI,TOTAL,2006,9,0,6,18,5,5,61,8,10,1,5,35,1,1,5,0,435
DAMAN & DIU,DAMAN,2006,6,2,1,3,8,1,54,19,3,1,4,18,0,0,0,0,243
DAMAN & DIU,DIU,2006,0,1,2,0,0,0,9,5,0,3,1,0,0,0,2,0,45
DAMAN & DIU,TOTAL,2006,6,3,3,3,8,1,63,24,3,4,5,18,0,0,2,0,288
